aprtfEtryptDt,total,MB,MK,MS
2022072501,0,0.0,0.0,0.0
2022072502,0,0.0,0.0,0.0
2022072503,0,0.0,0.0,0.0
2022072504,0,0.0,0.0,0.0
2022072505,0,0.0,0.0,0.0
2022072506,0,0.0,0.0,0.0
2022072507,0,0.0,0.0,0.0
2022072508,0,0.0,0.0,0.0
2022072509,0,0.0,0.0,0.0
2022072510,0,0.0,0.0,0.0
2022072511,0,0.0,0.0,0.0
2022072512,0,0.0,0.0,0.0
2022072513,0,0.0,0.0,0.0
2022072514,0,0.0,0.0,0.0
2022072515,0,0.0,0.0,0.0
2022072516,0,0.0,0.0,0.0
2022072517,0,0.0,0.0,0.0
2022072518,0,0.0,0.0,0.0
2022072519,0,0.0,0.0,0.0
2022072520,0,0.0,0.0,0.0
2022072521,0,0.0,0.0,0.0
2022072522,0,0.0,0.0,0.0
2022072523,0,0.0,0.0,0.0
2022072524,0,0.0,0.0,0.0
2022072504,72,37.412487205731836,12.536335721596725,22.051177072671443
2022072503,72,37.412487205731836,12.536335721596725,22.051177072671443
2022072512,29,15.06891845786421,5.049357443420903,8.881724098714887
2022072517,149.69,77.78160013647219,26.06339019674741,45.84500966678039
2022072516,93,48.32446264073695,16.192766973729103,28.482770385533946
2022072511,124,64.43261685431594,21.590355964972137,37.97702718071193
2022072501,0,0.0,0.0,0.0
2022072502,0,0.0,0.0,0.0
2022072503,0,0.0,0.0,0.0
2022072504,0,0.0,0.0,0.0
2022072505,0,0.0,0.0,0.0
2022072506,0,0.0,0.0,0.0
2022072507,0,0.0,0.0,0.0
2022072508,0,0.0,0.0,0.0
2022072509,0,0.0,0.0,0.0
2022072510,0,0.0,0.0,0.0
2022072511,0,0.0,0.0,0.0
2022072512,0,0.0,0.0,0.0
2022072513,0,0.0,0.0,0.0
2022072514,0,0.0,0.0,0.0
2022072515,0,0.0,0.0,0.0
2022072516,0,0.0,0.0,0.0
2022072517,0,0.0,0.0,0.0
2022072518,0,0.0,0.0,0.0
2022072519,0,0.0,0.0,0.0
2022072520,0,0.0,0.0,0.0
2022072521,0,0.0,0.0,0.0
2022072522,0,0.0,0.0,0.0
2022072523,0,0.0,0.0,0.0
2022072524,0,0.0,0.0,0.0
